01-Jan-23,2.1
02-Jan-23,6
03-Jan-23,3.4
04-Jan-23,1.2
05-Jan-23,4.2
06-Jan-23,2.8
07-Jan-23,5.1
08-Jan-23,8.4
09-Jan-23,12.1
10-Jan-23,6.4
11-Jan-23,5.7
12-Jan-23,13.2
13-Jan-23,4.3
14-Jan-23,9.4
15-Jan-23,6.6
16-Jan-23,0
17-Jan-23,7.9
18-Jan-23,2.4
19-Jan-23,3.6
20-Jan-23,2.7
21-Jan-23,3.1
22-Jan-23,1.3
23-Jan-23,1.6
24-Jan-23,4.2
25-Jan-23,0
26-Jan-23,0
27-Jan-23,0
28-Jan-23,0
29-Jan-23,3.3
30-Jan-23,1.5
31-Jan-23,4.2
